id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
4103,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,a territorial database management system,"f antonacci , p dell ` orco , a turtur","proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
4104,0,editor 's ( farewell ) notes,,,1995,editors ' notes,"pj gray , tw banta","new directions for higher education ,",
4105,0,treasurer 's message,,,2000,director 's message,"ofe announcements , webb learning , f commons",,
4106,0,the propel distributed services platform,"m carey , s kirsch , m roth , b linden , n adiba , m blow , d florescu , d li , i oprencak , r panwar , r qi , d rieber , j shafer , b sterling , t urhan , b vickery , d wineman , k yee",vldb,2001,the emergence of distributed component platforms,"d krieger , rm adler","ieee computer ,",1998.0
4107,0,query evaluation in deductive databases with alternating fixpoint semantics,w chen,acm trans . database syst .,1995,semantic assumptions and query evaluation in temporal databases,"c bettini , xs wang , e bertino , s jajodia","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
4108,0,cost estimation of user-defined methods in object-relational database systems,"j boulos , k ono",sigmod record,1999,managing financial time series data : object-relational and object database systems,"l molesky , m caruso",tutorial vldb,
4109,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,open object database management systems,ja blakeley,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
4110,0,mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,"m missikoff , m toiati",sigmod conference,1994,"the gemâ ?? stone data management system , object-oriented concepts , databases , and applications","mj carey , dj dewitt , jf richardson , ej shekita",,1989.0
4111,0,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , j gruser , z tang",vldb,1996,spatial query processing in an object-oriented database system,ja orenstein,proceedings of the 1986 acm sigmod international conference,
4112,0,state of the art in workflow management research and products,,,1996,"the current state of project management research : trends , interpretations , and predictions","tj kloppenborg , wa opfer","project management journal ,",2002.0
4113,1,zoo : a desktop experiment management environment,"y ioannidis , m livny , s gupta , n ponnekanti",vldb,1996,zoo : a desktop experiment management environment,", m livny , s gupta , n ponnekanti","vldb ,",1996.0
4114,0,answering queries with useful bindings,"c li , e chang",acm trans . database syst .,2001,answering queries using views : a survey,yh alon,the international journal on very large data,
4115,0,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,implementation of logical query languages for databases,jd ullman,"acm transactions on database systems ,",1985.0
4116,0,a language based multidatabase system,"e kќhn , t tschernko , k schwarz",sigmod conference,1994,the database language gem,c zaniolo,"proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983.0
4117,0,approximating multi-dimensional aggregate range queries over real attributes,"d gunopulos , g kollios , v tsotras , c domeniconi",sigmod conference,2000,approximate queries on set-valued attributes,"m morzy , z krã ³ likowski , t morzy",,
4118,0,lore : a lightweight object repository for semistructured data,"d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener",sigmod conference,1996,a parallel index for semistructured data,"b cooper , n sample , m shadmon",,
4119,0,dwms : data warehouse management system,n mohan,vldb,1996,data stream management system for mavhome,"q jiang , s chakravarthy",,
4120,0,editor 's notes,m franklin,sigmod record,1999,editor 's notes,r diem,"social studies and the young learner ,",
4121,0,database technologies for electronic commerce,"r agrawal , r srikant , y xu",vldb,2002,electronic commerce tutorial,b browning,"web developers journal , sep/02/1999 . available at : < http : / / & hellip ; ,",
4122,0,fast parallel similarity search in multimedia databases,"s berchtold , c bіhm , b braunmќller , d keim , h kriegel",sigmod conference,1997,multiresolution similarity search in image databases,"m heczko , a hinneburg , d keim , m wawryniuk","multimedia systems ,",2004.0
4123,0,guest editorial,,,2000,guest editorial,c allocchio,"computer networks ,",2000.0
4124,0,on the computation of relational view complements,"j lechtenbіrger , g vossen",acm trans . database syst .,2003,on the computation of multidimensional aggregates,"a sameet , a rakesh , md prasadâ ? ¦","proceedings of the 22nd international conference on very & hellip ; ,",
4125,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,tutorial on object-oriented databases,ms jackson,"information and software technology ,",1991.0
4126,1,report on the fourth international conference on flexible query answering systems,,,2001,report on the fourth international conference on flexible query answering systems ( fqas 2000 ),"p bosc , a motro , g pasi","sigmod record ,",2001.0
4127,1,the evolution of the web and implications for an incremental crawler,"j cho , h garcia-molina",vldb,2000,the evolution of the web and implicationsfor an incremental crawler,"j cho , h garcia-molina","technical report , stanford university , 1999 . http://dbpubs .",
4128,0,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,a new algorithm for faster mining of generalized association rules,"j hipp , a myka , r wirth",,
4129,0,efficient evaluation of xml middle-ware queries,"m fernandez , a morishima , d suciu",sigmod conference,2001,efficient compilation of lazy evaluation,t johnsson,,
4130,0,algorithms for deferred view maintenance,"l colby , t griffin , l libkin , i mumick , h trickey",sigmod conference,1996,epidemic algorithms for replicated database maintainance,"a demers , d greene , c hauser , w irish , j larson , s",proc . 7th acm,
4131,0,an overview of repository technology,"p bernstein , u dayal",vldb,1994,an overview of data warehouse and olap technology,"s chauduri , u dayal","sigmod record ,",
4132,0,the multidimensional database system rasdaman,"p baumann , a dehmel , p furtado , r ritsch , n widmann",sigmod conference,1998,database support for multidimensional discrete data,p baumann,"proceedings of the third international symposium on advances & hellip ; ,",1993.0
4133,0,editor 's notes,jennifer widom,sigmod record,1996,editor 's notes,rh silkman,"new directions for program evaluation ,",
4134,1,distributed top-k monitoring,"b babcock , c olston",sigmod conference,2003,distributed top-k monitoring,"b babcock , c olston",,
4135,0,modeling high-dimensional index structures using sampling,"c lang , a singh",sigmod conference,2001,the x-tree : an index structure for high dimensional data,"s berchtold , da keim",,1996.0
4136,0,reasoning on regular path queries,"d calvanese , g giacomo , m lenzerini , m vardi",sigmod record,2003,"y. vardi , rewriting of regular expressions and regular path queries","d calvanese , g degiacomo , m lenzeriniandm",proc . of the 18th acm sigact sigmod sigart symp . on,
4137,0,sql and management of external data,"j melton , j michels , v josifovski , k kulkarni , p schwarz , k zeidenstein",sigmod record,2001,query language for the management of interval and temporal data,na lorentzos,"tr 52 , agricultural university of athens , greece ,",
4138,0,towards on-line analytical mining in large databases,j han,sigmod record,1998,"constraint-based rule mining in large , dense databases","rj bayardo , r agrawal , d gunopulos","data mining and knowledge discovery ,",2000.0
4139,0,design and implementation of a genetic-based algorithm for data mining,s choenni,vldb,2000,design and implementation of a structured information retrieval system for sgml documents,"sg han , jh son , jw chang",,
4140,0,optimizing queries on compressed bitmaps,"s amer-yahia , t johnson",vldb,2000,path queries on compressed xml,pbmgc koch,,2003.0
4141,0,visdb : a system for visualizing large databases,"d keim , h kriegel",sigmod conference,1995,cure : an efficient algorithm for clustering large databases,"s guha , r rastogi , k shim","proceedings of acm-sigmod 1998 international conference on & hellip ; ,",
4142,0,visdb : a system for visualizing large databases,"d keim , h kriegel",sigmod conference,1995,the merge/purge problem for large databases,s stolfo,"proceedings of the acm sigmod conference on management of & hellip ; ,",1995.0
4143,0,converting relational to object-oriented databases,j fong,sigmod record,1997,spatial query processing in an object-oriented database system,ja orenstein,proceedings of the 1986 acm sigmod international conference,
4144,0,cost estimation of user-defined methods in object-relational database systems,"j boulos , k ono",sigmod record,1999,designing relational database systems,r riordan,,1999.0
4145,0,research issues for data communication in mobile ad-hoc network database systems,"l fife , l gruenwald",sigmod record,2003,optical networks for new generation internet and data communication systems,"m gagnaire , r sabella","computer networks ,",2000.0
4146,0,versioning and configuration management in an object-oriented data model,e sciore,vldb j.,1994,an object-oriented model of software configuration management,"h render , r campbell",,
4147,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,uxquery : building updatable xml views over relational databases,"v braganholo , s davidson , ca heuser",,
4148,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,introduction to constraint databases,pz revesz,,2002.0
4149,0,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei",sigmod conference,1999,datablitz : a high performance main-memory storage manager,j baulier,,
4150,0,query optimization for xml,"j mchugh , j widom",vldb,1999,query optimizationfor semistructured data,jmhj widom,"technical report , stanford university database group , november",
4151,0,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,"database management systems : relational , object-relational , and object-oriented data models",ood models,,
4152,0,optimizing queries across diverse data sources,"l haas , d kossmann , e wimmers , j yang",vldb,1997,optimizing large join queries,"a swami , a gupta",proc . of the acm sigmod intâ ?? l. conf . on management of,
4153,0,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,storing semistructured data in relations,"a deutsch , m fernandez , d suciu",,
4154,0,peer-to-peer : harnessing the power of disruptive technologies,m nascimento,sigmod record,2003,"gnutella , peer-to-peer : harnessing the power of disruptive technologies , a. oram",g kan,,2001.0
4155,1,merging ranks from heterogeneous internet sources,"l gravano , h garcia-molina",vldb,1997,merging ranks from heterogeneous internet sources,"l gravano , h garcia-molina","proceedings of the international conference on very large & hellip ; ,",1997.0
4156,1,the bea/xqrl streaming xquery processor,"d florescu , c hillery , d kossmann , p lucas , f riccardi , t westmann , m carey , a sundararajan , g agrawal",vldb,2003,the bea streaming xquery processor,"d florescu , c hillery , d kossmann , p lucas , f","the vldb journal the international journal on very large & hellip ; ,",2004.0
4157,1,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,efficient view maintenanceat data warehouse,"d agrawal , a el abbadi , a singh , t yurek","proceedings of the acm sigmod conference ,",
4158,0,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao",vldb,2003,distance browsing in spatial databases,"t sellis , n roussopoulos","acm transactions on database systems ( tods ) ,",
4159,0,editor 's notes,m franklin,sigmod record,1998,editors ' notes,jh astrachan,,
4160,0,mining frequent patterns without candidate generation,"j han , j pei , y yin",sigmod conference,2000,sql based frequent pattern mining without candidate generation,"x shang , k sattler , i geist",,
4161,0,composing web services on the semantic web,"b medjahed , a bouguettaya , a elmagarmid",vldb j.,2003,semantic web enabled web services,"d fensel , c bussler , a maedche",,
4162,0,guest editorial,,,2003,editorial,p smyth,"bt technology journal ,",2003.0
4163,0,on effective multi-dimensional indexing for strings,"h jagadish , n koudas , d srivastava",sigmod conference,2000,a foundation for multi-dimensional databases,"g marc , l laks",,
4164,1,weaving relations for cache performance,"a ailamaki , d dewitt , m hill , m skounakis",vldb,2001,hill : weaving relations for cache performance,"a ailamaki , dj dewitt , d mark","submitted for publication , february ,",
4165,0,implementing deductive databases by mixed integer programming,"c bell , a nerode , r ng , v subrahmanian",acm trans . database syst .,1996,integrity checking in deductive databases,a oliv,proceedings of the seventeenth vldb,
4166,0,strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1997,catc hingthe boat with strudel : experiences with aw eb-sitemanagement system,"m fernandez , d florescu , j kang , a levy",proceedings of,
4167,0,views in a large scale xml repository,"s cluet , p veltri , d vodislav",vldb,2001,views in a large scale xml database,"v aguilera , s cluet , t milo , d vodislav , p veltri","vldb journal ,",
4168,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,joined normal form : a storage encoding for relational databases .,e babb,"acm transactions on database systems ,",1982.0
4169,0,integrating mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal",sigmod conference,1998,integrating data base and office systems,d tsichritzis,"proceedings of the vldb conference , cannes , oct ,",
4170,0,editor 's notes,m franklin,sigmod record,1999,editors ' notes,"lf goodchild , ke green , el katz , rc kluever","new directions for higher education ,",
4171,1,complex relationships and knowledge discovery support in the infoquilt system,"a sheth , s thacker , s patel",vldb j.,2003,complex relationships and knowledge discovery support in the infoquilt system,"a sheth , s thacker , s patel","the vldb journal the international journal on very large & hellip ; ,",2003.0
4172,1,nodose - a tool for semi-automatically extracting semi-structured data from text documents,b adelberg,sigmod conference,1998,nodose { a tool for semi-automatically extracting semi-structured data from text documents . in acm,b adelberg,"seattle , washington ,",
4173,0,sql query optimization : reordering for a general class of queries,"p goel , b iyer",sigmod conference,1996,a general framework for the optimization of object-oriented queries,"sc cd921 , c delobel","proceedings of acm sigmod â ?? 92 international conference on & hellip ; ,",
4174,0,an aspect of query optimization in multidatabase systems ( extended abstract ),"c lee , c chen , h lu",sigmod record,1995,a distributed algorithm for global query optimization in multidatabase systems .,acms anthology,,
4175,0,on computing correlated aggregates over continual data streams,"j gehrke , f korn , d srivastava",sigmod conference,2001,continues queries over data streams,"s babu , j widom","sigmod record ,",
4176,0,adaptive algorithms for set containment joins,"s melnik , h garcia-molina",acm trans . database syst .,2003,an adaptive hash join algorithm for multiuser environments,"h zeller , j gray","vldb ,",1990.0
4177,0,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
4178,0,"integrating temporal , real-time , and active databases","k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong",sigmod record,1996,priority assignment in real-time active databases,"b purimetla , rm sivasankaran , ja stankovic , k","parallel and distributed information systems , 1994. , & hellip ; ,",1994.0
4179,0,influence sets based on reverse nearest neighbor queries,"f korn , s muthukrishnan",sigmod conference,2000,nearest neighbor queries,"n roussopoulos , s kelley , f vincent","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
4180,0,dwms : data warehouse management system,n mohan,vldb,1996,database management systems in 1990,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
4181,0,xquery : a query language for xml,,,2003,xquery 1.0 : an xml query language,"s boag , d chamberlin , mf fernandez , d florescu , j","w3c working draft ,",
4182,0,online association rule mining,c hidber,sigmod conference,1999,scalable algorithms for association mining,mj zakiâ ? ¦,"ieee transactions on knowledge and data engineering ,",2000.0
4183,0,dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos",sigmod conference,1999,efficient view maintenance at data warehouses,"d agrawal , a el abbadi , a singh , t yurek","sigmod rec ,",1997.0
4184,0,the naos system,"c collet , t coupaye",sigmod conference,1995,the nimble integration system,"d draper , ay halevy , ds weld","proc . of sigmod ,",
4185,0,editor 's notes,l liu,sigmod record,2003,editor 's notes,r diem,"social studies and the young learner ,",
4186,0,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,standard for multimedia databases,jr smith,"proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
4187,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,the design and implementation of the ariel active database rule system,en hanson,,
4188,0,mixed mode xml query processing,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",vldb,2003,online query processing,"jm hellerstein , pj haas","proceedings of the acm sigmod international conference on & hellip ; ,",
4189,1,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,", s. ramaswamy , and t. suel . aqua : system and techniques for approximate query answering","pb gibbons , v poosala , s acharya , y bartal","technical report , bell laboratories , murray hill , nj , feb. .",
4190,0,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,"semantics and implementation of schema evolution in object-oriented databases '' , procs","j banerjee , w kim , hj kim , hf korth","& hellip ; conference on management of data , san francisco , california ,",
4191,1,the hyperion project : from data integration to data coordination,"m arenas , v kantere , a kementsietsidis , i kiringa , r miller , j mylopoulos",sigmod record,2003,the hyperion project : from data integration to data coordination,m arenasâ ? ¦,"sigmod record ,",2003.0
4192,0,guest editorial,,,2002,guest editorial,mp atkinson,"the vldb journal the international journal on very large & hellip ; ,",2000.0
4193,0,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,an efficient algorithm for mining association rules in large databases,aseos navathe,,
4194,0,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",
4195,0,open object database management systems,,,1994,bayan : an arabic text database management system,"r king , a morfeq","proceedings of the 1990 acm sigmod international conference & hellip ; ,",1990.0
4196,0,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996,promises and realities of active database systems,"e simon , a kotz-dittrich","proceedings of the international conference on very large & hellip ; ,",1995.0
4197,0,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999,the efficacy of gloss for the text database discovery problem,"l gravano , a tomasic",,
4198,1,a database perspective on lotus domino/notes,c mohan,sigmod conference,1999,a database perspective on lotus domino/notes,c mohan,"sigmod conference ,",1999.0
4199,0,report on first international workshop on real-time database systems,,,1996,report on the 5th international workshop on knowledge representation meets databases ( krdbâ ?? 98 ),a borgida,"sigmod record ,",1998.0
4200,0,editor 's notes,l liu,sigmod record,2003,editors ' notes,"n van note chism , dj bickford","new directions for teaching and learning ,",
4201,0,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994,r * optimizer validation and performance evaluation for distributed queries,lf mackert,"vldb ,",1986.0
4202,0,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,"r a. lorie , and tt price . access path selection ma relational database management system","pg selinger , mm astrahan , dd chamberlain","proc . olfacm sigmod conf ,",
4203,0,timber : a native system for querying xml,"s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu",sigmod conference,2003,timber : a native xml database,"hv jagadish , s al-khalifa , a chapman , lvs","the vldb journal the international journal on very large & hellip ; ,",2002.0
4204,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
4205,0,open issues in parallel query optimization,"w hasan , d florescu , p valduriez",sigmod record,1996,parametric query optimization,a hulgeri,,2004.0
4206,0,information sharing across private databases,"r agrawal , a evfimievski , r srikant",sigmod conference,2003,information retrieval in databases,b aditya,"b. tech . project , iit-bombay ,",
4207,0,outerjoin simplification and reordering for query optimization,"c galindo-legaria , a rosenthal",acm trans . database syst .,1997,an architecture for query optimization,"a rosenthal , d reiner","proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
4208,0,a consensus glossary of temporal database concepts,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",sigmod record,1994,the concept of error in a database : an application of temporal databases,"g bhargava , sk gadia",,
4209,1,xml and electronic commerce : enabling the network economy,"b meltzer , r glushko",sigmod record,1998,xml and electronic commerce,"b meltzer , r glushko","acm sigmod ,",
4210,1,composing mappings among data sources,"j madhavan , a halevy",vldb,2003,composing mappings among data sources,"j madhavan , ay halevy","vldb ,",2003.0
4211,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,panel : user interfaces and database management systems,"tl anderson , g ariav","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0
4212,0,smooth - a distributed multimedia database system,"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,multimedia database management systems,g lu,,1999.0
4213,0,answering queries with aggregation using views,"d srivastava , s dar , h jagadish , a levy",vldb,1996,alon levy . a scalable algorithm for answering queries using views,r pottinger,"proc of the 26th int &#39; l conf on very large data bases ( vldb ) . & hellip ; ,",
4214,1,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994,1994 . the impact of global clustering on spatial database systems,"t brinkho , hp kriegel",proc . 20th int . conf . on very large data,
4215,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,sampling large databases for finding association rules,h toivonen,"proceedings of the 22nd international conference on very & hellip ; ,",
4216,0,editor 's notes,m franklin,sigmod record,2000,editorsâ ?? notes,"l yorks , e kasl","new directions for adult and continuing education ,",2002.0
4217,0,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,multimedia database management systems,g lu,,1999.0
4218,0,keynote address,,,1995,keynote address on concurrent programming,pb hansen,,
4219,1,caching strategies for data-intensive web sites,"k yagoub , d florescu , v issarny , p valduriez",vldb,2000,caching strategies for data-intensive web sites,"k yagoub , d florescu , v issarny , p valduriez","vldb ,",2000.0
4220,0,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"c tќrker , m gertz",vldb j.,2001,open object database management systems,ja blakeley,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
4221,0,the mirror mmdbms architecture,"a vries , m doorn , h blanken , p apers",vldb,1999,"de vries , mark g. lm van doorn , henk m. blanken , & peter mg apers , the mirror mmdbms architecture",p arjen,proceedings of the international conference on very large,
4222,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,view definition in an object-oriented database,s monk,"information and software technology ,",
4223,0,"pattern matching and pattern discovery in scientific , program , and document databases","j wang , k zhang , d shasha",sigmod conference,1995,pattern matching and program theory,w trochim,"& hellip ; - driven evaluation . new directions for program evaluation , & hellip ; ,",
4224,0,an introduction to spatial database systems,r gќting,vldb j.,1994,an introduction to differential flatness of mechanical systems,"r murray , m rathinam , m van nieuwstadt","proceedings of ecole dâ ?? et ! ee , th ! eeorie et practique des & hellip ; ,",
4225,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,algorithms for mining distance-based outliers in large database,"k edwin , r ng","new york : in proc . of the vldb conference ,",
4226,0,meaningful change detection in structured data,"s chawathe , h garcia-molina",sigmod conference,1997,inferring structure in semistructured data,"s nestorov , s abiteboul , r motwani","sigmod record ,",1997.0
4227,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,ramakrishnan srikant fast algorithms for mining association rules,r agrawal,"proc . 20th tnt . conf very large data bases ,",
4228,0,adapting materialized views after redefinitions,"a gupta , i mumick , k ross",sigmod conference,1995,optimizing queries using materialized views,"j goldstein , pa larson",,2001.0
4229,0,editor 's notes,m franklin,sigmod record,1999,editorsâ ?? notes,"l yorks , e kasl","new directions for adult and continuing education ,",2002.0
4230,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,a survey of object oriented database systems,rw thearle,"conference proceedings on data management 91 table of & hellip ; ,",1992.0
4231,0,some issues in design of distributed deductive databases,"m mohania , n sarda",vldb,1994,correctness of query execution strategies in distributed databases,"s ceri , g pelagatti","acm transactions on database systems ,",1983.0
4232,0,repositories and object oriented databases,p bernstein,sigmod record,1998,towards an object oriented databaseâ ?? a relational view,c miguens,"conference proceedings on data management 91 table of & hellip ; ,",1992.0
4233,0,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,research in database engineering at the university of namur,jl hainaut,"sigmod record ,",2003.0
4234,0,guest editor 's introduction,,,2002,guest editorial,ay halevy,"the vldb journal the international journal on very large & hellip ; ,",2002.0
4235,0,sting : a statistical information grid approach to spatial data mining,"w wang , j yang , r muntz",vldb,1997,sting + : an approach to active spatial data mining,"w wang , j yang , r muntz",,
4236,1,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas , j naughton , j burger",vldb,2003,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas , jf naughton , j burger","proceedings of the international conference on very large & hellip ; ,",2003.0
4237,0,guest editor 's introduction,,,2002,guest editor 's introduction : media spaces,g singh,,
4238,1,a model for compound type changes encountered in schema evolution,b lerner,acm trans . database syst .,2000,a model for compound type changes encountered in schema evolution â ??,b staudt,"& hellip ; of massachusetts , amherst , acm transactions on database & hellip ; ,",
4239,0,bottom-up computation of sparse and iceberg cubes,"k beyer , r ramakrishnan",sigmod conference,1999,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"d xin , j han , x li , bw wah","proceedings of the international conference on very large & hellip ; ,",2003.0
4240,0,vqbd : exploring semistructured data,"s chawathe , t baby , j yeo",sigmod conference,2001,storing semistructured datawith stored,"a deutsch , m fernandez , d suciu","& hellip ; of the acm sigmod international conference on management of & hellip ; ,",
4241,0,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,an implementation overview of the aditi deductive database system,k ramamohanarao,"lecture notes in computer science ,",1993.0
4242,0,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,extensible database management systems,"mj carey , lm haas","sigmod record ,",1990.0
4243,0,"proceedings of the 2003 acm sigmod international conference on management of data , san diego , california , usa , june 9-12 , 2003",,,2003,source international conference on management of data archive,"h boral , pa larson","proceedings of the 1988 acm sigmod international conference & hellip ; ,",1988.0
4244,1,report on the 18th british national conference on databases ( bncod ),,,2002,report on the 18th british national conference on databases ( bncod ),"c goble , b read","sigmod record ,",2002.0
4245,0,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,storing semistructured data with stored,admfd suciu,"proc of the acm sigmod international conference on & hellip ; ,",1999.0
4246,0,answering queries using views : a survey,a halevy,vldb j.,2001,answering complex sql queries using summary tables,"m zaharioudakis , r cochrane , h pirahesh , g lapis ,",,
4247,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,query optimization for codasyl database systems,"u dayal , n goodman",,
4248,0,locally adaptive dimensionality reduction for indexing large time series databases,"e keogh , k chakrabarti , s mehrotra , m pazzani",sigmod conference,2001,local dimensionality reduction : a new approach to indexing high dimensional databases,"k chakrabarti , s mehrotra",proc . 26th int . conf . very large,
4249,0,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995,metu object-oriented database system,a dogacâ ? ¦,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
4250,0,mining long sequential patterns in a noisy environment,"j yang , w wang , p yu , j han",sigmod conference,2002,mining sequential patterns across data streams,"g chen , x wu , x zhu",,
4251,0,interview with michael stonebraker,,,2003,interview with authors,r hicks,"san diego ,",
4252,0,an extendible hash for multi-precision similarity querying of image databases,"s lin , m жzsu , v oria , r ng",vldb,2001,multiresolution similarity search in image databases,"m heczko , a hinneburg , d keim , m wawryniuk","multimedia systems ,",2004.0
4253,0,using unknowns to prevent discovery of association rules,"y saygin , v verykios , c clifton",sigmod record,2001,discovery ofmultiple-level association rules fromlarge databases,"j han , y fu","proc . of the 21st int &#39; l conferenceon very large databases , & hellip ; ,",
4254,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,eect of data skewness in parallel mining of association rules,"dw cheung , y xiao",,
4255,0,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002,parametric query optimization,j madhavan,,
4256,1,extended ehemeral logging : log storage management for applications with long lived transactions,"j keen , w dally",acm trans . database syst .,1997,extended ephemeral logging : log storage management for applications with long-lived transactions,"js keen , wj dally","acm transactions on database systems ,",1997.0
4257,0,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,mining generalized association rules,"r srikant , r agrawal",,1995.0
4258,0,editor 's notes,j widom,sigmod record,1996,editors ' notes,"r picciotto , rc rist","new directions for program evaluation ,",1995.0
4259,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,"fast algorithms for mining association rules , proc","r agrawal , r srikant",vldb,
4260,1,engineering federated information systems : report of efis '99 workshop,"s conrad , w hasselbring , u hohenstein , r kutsche , m roantree , g saake , f saltor",sigmod record,1999,engineering federated information systems : report of eefis '99 workshop,"s conrad , w hasselbring , u hohenstein , rd kutsche ,","acm sigmod record ,",1999.0
